scenario,threshold_up,threshold_down,threshold_risk,fallback_max,fallback_min_passed_all,fallback_min_passed_ratio,selected_total,coverage,precision,avg_return
up0.20_down0.50_risk0.40_fbNone_min3_ratio0.45,0.2,0.5,0.4,,3.0,0.45,10,0.08333333333333333,0.4,0.010136721211410783
up0.20_down0.50_risk0.40_fbNone_min3_ratio0.5,0.2,0.5,0.4,,3.0,0.5,10,0.08333333333333333,0.4,0.010136721211410783
up0.20_down0.50_risk0.40_fb1_minNone_ratioNone,0.2,0.5,0.4,1.0,,,130,1.0,0.2248062015503876,0.001189691732253273
up0.20_down0.50_risk0.40_fb1_minNone_ratio0.4,0.2,0.5,0.4,1.0,,0.4,130,1.0,0.2248062015503876,0.001189691732253273
up0.20_down0.50_risk0.40_fb1_minNone_ratio0.45,0.2,0.5,0.4,1.0,,0.45,130,1.0,0.2248062015503876,0.001189691732253273
up0.20_down0.50_risk0.40_fb1_minNone_ratio0.5,0.2,0.5,0.4,1.0,,0.5,130,1.0,0.2248062015503876,0.001189691732253273
up0.20_down0.50_risk0.40_fb1_min2_ratioNone,0.2,0.5,0.4,1.0,2.0,,130,1.0,0.2248062015503876,0.001189691732253273
up0.20_down0.50_risk0.40_fb1_min2_ratio0.4,0.2,0.5,0.4,1.0,2.0,0.4,130,1.0,0.2248062015503876,0.001189691732253273
up0.20_down0.50_risk0.40_fb1_min2_ratio0.45,0.2,0.5,0.4,1.0,2.0,0.45,130,1.0,0.2248062015503876,0.001189691732253273
up0.20_down0.50_risk0.40_fb1_min2_ratio0.5,0.2,0.5,0.4,1.0,2.0,0.5,130,1.0,0.2248062015503876,0.001189691732253273
up0.20_down0.50_risk0.40_fb1_min3_ratioNone,0.2,0.5,0.4,1.0,3.0,,130,1.0,0.2248062015503876,0.001189691732253273
up0.20_down0.50_risk0.40_fb1_min3_ratio0.4,0.2,0.5,0.4,1.0,3.0,0.4,130,1.0,0.2248062015503876,0.001189691732253273
up0.20_down0.50_risk0.40_fb1_min3_ratio0.45,0.2,0.5,0.4,1.0,3.0,0.45,130,1.0,0.2248062015503876,0.001189691732253273
up0.20_down0.50_risk0.40_fb1_min3_ratio0.5,0.2,0.5,0.4,1.0,3.0,0.5,130,1.0,0.2248062015503876,0.001189691732253273
up0.20_down0.50_risk0.45_fbNone_minNone_ratioNone,0.2,0.5,0.45,,,,11,0.09166666666666666,0.45454545454545453,0.010807188100055381
up0.20_down0.50_risk0.45_fbNone_minNone_ratio0.4,0.2,0.5,0.45,,,0.4,11,0.09166666666666666,0.45454545454545453,0.010807188100055381
up0.20_down0.50_risk0.45_fbNone_minNone_ratio0.45,0.2,0.5,0.45,,,0.45,11,0.09166666666666666,0.45454545454545453,0.010807188100055381
up0.20_down0.50_risk0.45_fbNone_minNone_ratio0.5,0.2,0.5,0.45,,,0.5,11,0.09166666666666666,0.45454545454545453,0.010807188100055381
up0.20_down0.50_risk0.45_fbNone_min2_ratioNone,0.2,0.5,0.45,,2.0,,11,0.09166666666666666,0.45454545454545453,0.010807188100055381
up0.20_down0.50_risk0.45_fbNone_min2_ratio0.4,0.2,0.5,0.45,,2.0,0.4,11,0.09166666666666666,0.45454545454545453,0.010807188100055381
up0.20_down0.50_risk0.45_fbNone_min2_ratio0.45,0.2,0.5,0.45,,2.0,0.45,11,0.09166666666666666,0.45454545454545453,0.010807188100055381
up0.20_down0.50_risk0.45_fbNone_min2_ratio0.5,0.2,0.5,0.45,,2.0,0.5,11,0.09166666666666666,0.45454545454545453,0.010807188100055381
up0.20_down0.50_risk0.45_fbNone_min3_ratioNone,0.2,0.5,0.45,,3.0,,11,0.09166666666666666,0.45454545454545453,0.010807188100055381
up0.20_down0.50_risk0.45_fbNone_min3_ratio0.4,0.2,0.5,0.45,,3.0,0.4,11,0.09166666666666666,0.45454545454545453,0.010807188100055381
up0.20_down0.50_risk0.45_fbNone_min3_ratio0.45,0.2,0.5,0.45,,3.0,0.45,11,0.09166666666666666,0.45454545454545453,0.010807188100055381
up0.20_down0.50_risk0.45_fbNone_min3_ratio0.5,0.2,0.5,0.45,,3.0,0.5,11,0.09166666666666666,0.45454545454545453,0.010807188100055381
up0.20_down0.50_risk0.45_fb1_minNone_ratioNone,0.2,0.5,0.45,1.0,,,131,1.0,0.23076923076923078,0.0013152468495936432
up0.20_down0.50_risk0.45_fb1_minNone_ratio0.4,0.2,0.5,0.45,1.0,,0.4,131,1.0,0.23076923076923078,0.0013152468495936432
up0.20_down0.50_risk0.45_fb1_minNone_ratio0.45,0.2,0.5,0.45,1.0,,0.45,131,1.0,0.23076923076923078,0.0013152468495936432
up0.20_down0.50_risk0.45_fb1_minNone_ratio0.5,0.2,0.5,0.45,1.0,,0.5,131,1.0,0.23076923076923078,0.0013152468495936432
up0.20_down0.50_risk0.45_fb1_min2_ratioNone,0.2,0.5,0.45,1.0,2.0,,131,1.0,0.23076923076923078,0.0013152468495936432
up0.20_down0.50_risk0.45_fb1_min2_ratio0.4,0.2,0.5,0.45,1.0,2.0,0.4,131,1.0,0.23076923076923078,0.0013152468495936432
up0.20_down0.50_risk0.45_fb1_min2_ratio0.45,0.2,0.5,0.45,1.0,2.0,0.45,131,1.0,0.23076923076923078,0.0013152468495936432
up0.20_down0.50_risk0.45_fb1_min2_ratio0.5,0.2,0.5,0.45,1.0,2.0,0.5,131,1.0,0.23076923076923078,0.0013152468495936432
up0.20_down0.50_risk0.45_fb1_min3_ratioNone,0.2,0.5,0.45,1.0,3.0,,131,1.0,0.23076923076923078,0.0013152468495936432
up0.20_down0.50_risk0.45_fb1_min3_ratio0.4,0.2,0.5,0.45,1.0,3.0,0.4,131,1.0,0.23076923076923078,0.0013152468495936432
up0.20_down0.50_risk0.45_fb1_min3_ratio0.45,0.2,0.5,0.45,1.0,3.0,0.45,131,1.0,0.23076923076923078,0.0013152468495936432
up0.20_down0.50_risk0.45_fb1_min3_ratio0.5,0.2,0.5,0.45,1.0,3.0,0.5,131,1.0,0.23076923076923078,0.0013152468495936432
up0.20_down0.52_risk0.35_fbNone_minNone_ratioNone,0.2,0.52,0.35,,,,9,0.075,0.3333333333333333,0.0074475401148753
up0.20_down0.52_risk0.35_fbNone_minNone_ratio0.4,0.2,0.52,0.35,,,0.4,9,0.075,0.3333333333333333,0.0074475401148753
up0.20_down0.52_risk0.35_fbNone_minNone_ratio0.45,0.2,0.52,0.35,,,0.45,9,0.075,0.3333333333333333,0.0074475401148753
up0.20_down0.52_risk0.35_fbNone_minNone_ratio0.5,0.2,0.52,0.35,,,0.5,9,0.075,0.3333333333333333,0.0074475401148753
up0.20_down0.52_risk0.35_fbNone_min2_ratioNone,0.2,0.52,0.35,,2.0,,9,0.075,0.3333333333333333,0.0074475401148753
up0.20_down0.52_risk0.35_fbNone_min2_ratio0.4,0.2,0.52,0.35,,2.0,0.4,9,0.075,0.3333333333333333,0.0074475401148753
up0.20_down0.52_risk0.35_fbNone_min2_ratio0.45,0.2,0.52,0.35,,2.0,0.45,9,0.075,0.3333333333333333,0.0074475401148753
up0.20_down0.52_risk0.35_fbNone_min2_ratio0.5,0.2,0.52,0.35,,2.0,0.5,9,0.075,0.3333333333333333,0.0074475401148753
up0.20_down0.52_risk0.35_fbNone_min3_ratioNone,0.2,0.52,0.35,,3.0,,9,0.075,0.3333333333333333,0.0074475401148753
up0.20_down0.52_risk0.35_fbNone_min3_ratio0.4,0.2,0.52,0.35,,3.0,0.4,9,0.075,0.3333333333333333,0.0074475401148753
up0.20_down0.52_risk0.35_fbNone_min3_ratio0.45,0.2,0.52,0.35,,3.0,0.45,9,0.075,0.3333333333333333,0.0074475401148753
up0.20_down0.52_risk0.35_fbNone_min3_ratio0.5,0.2,0.52,0.35,,3.0,0.5,9,0.075,0.3333333333333333,0.0074475401148753
up0.20_down0.52_risk0.35_fb1_minNone_ratioNone,0.2,0.52,0.35,1.0,,,129,1.0,0.21875,0.000930710018597204
up0.20_down0.52_risk0.35_fb1_minNone_ratio0.4,0.2,0.52,0.35,1.0,,0.4,129,1.0,0.21875,0.000930710018597204
up0.20_down0.52_risk0.35_fb1_minNone_ratio0.45,0.2,0.52,0.35,1.0,,0.45,129,1.0,0.21875,0.000930710018597204
up0.20_down0.52_risk0.35_fb1_minNone_ratio0.5,0.2,0.52,0.35,1.0,,0.5,129,1.0,0.21875,0.000930710018597204
up0.20_down0.52_risk0.35_fb1_min2_ratioNone,0.2,0.52,0.35,1.0,2.0,,129,1.0,0.21875,0.000930710018597204
up0.20_down0.52_risk0.35_fb1_min2_ratio0.4,0.2,0.52,0.35,1.0,2.0,0.4,129,1.0,0.21875,0.000930710018597204
up0.20_down0.52_risk0.35_fb1_min2_ratio0.45,0.2,0.52,0.35,1.0,2.0,0.45,129,1.0,0.21875,0.000930710018597204
up0.20_down0.52_risk0.35_fb1_min2_ratio0.5,0.2,0.52,0.35,1.0,2.0,0.5,129,1.0,0.21875,0.000930710018597204
up0.20_down0.52_risk0.35_fb1_min3_ratioNone,0.2,0.52,0.35,1.0,3.0,,129,1.0,0.21875,0.000930710018597204
up0.20_down0.52_risk0.35_fb1_min3_ratio0.4,0.2,0.52,0.35,1.0,3.0,0.4,129,1.0,0.21875,0.000930710018597204
up0.20_down0.52_risk0.35_fb1_min3_ratio0.45,0.2,0.52,0.35,1.0,3.0,0.45,129,1.0,0.21875,0.000930710018597204
up0.20_down0.52_risk0.35_fb1_min3_ratio0.5,0.2,0.52,0.35,1.0,3.0,0.5,129,1.0,0.21875,0.000930710018597204
up0.20_down0.52_risk0.40_fbNone_minNone_ratioNone,0.2,0.52,0.4,,,,11,0.08333333333333333,0.45454545454545453,0.010197593604872036
up0.20_down0.52_risk0.40_fbNone_minNone_ratio0.4,0.2,0.52,0.4,,,0.4,11,0.08333333333333333,0.45454545454545453,0.010197593604872036
up0.20_down0.52_risk0.40_fbNone_minNone_ratio0.45,0.2,0.52,0.4,,,0.45,11,0.08333333333333333,0.45454545454545453,0.010197593604872036
up0.20_down0.52_risk0.40_fbNone_minNone_ratio0.5,0.2,0.52,0.4,,,0.5,11,0.08333333333333333,0.45454545454545453,0.010197593604872036
up0.20_down0.52_risk0.40_fbNone_min2_ratioNone,0.2,0.52,0.4,,2.0,,11,0.08333333333333333,0.45454545454545453,0.010197593604872036
up0.20_down0.52_risk0.40_fbNone_min2_ratio0.4,0.2,0.52,0.4,,2.0,0.4,11,0.08333333333333333,0.45454545454545453,0.010197593604872036
up0.20_down0.52_risk0.40_fbNone_min2_ratio0.45,0.2,0.52,0.4,,2.0,0.45,11,0.08333333333333333,0.45454545454545453,0.010197593604872036
up0.20_down0.52_risk0.40_fbNone_min2_ratio0.5,0.2,0.52,0.4,,2.0,0.5,11,0.08333333333333333,0.45454545454545453,0.010197593604872036
up0.20_down0.52_risk0.40_fbNone_min3_ratioNone,0.2,0.52,0.4,,3.0,,11,0.08333333333333333,0.45454545454545453,0.010197593604872036
up0.20_down0.52_risk0.40_fbNone_min3_ratio0.4,0.2,0.52,0.4,,3.0,0.4,11,0.08333333333333333,0.45454545454545453,0.010197593604872036
up0.20_down0.52_risk0.40_fbNone_min3_ratio0.45,0.2,0.52,0.4,,3.0,0.45,11,0.08333333333333333,0.45454545454545453,0.010197593604872036
up0.20_down0.52_risk0.40_fbNone_min3_ratio0.5,0.2,0.52,0.4,,3.0,0.5,11,0.08333333333333333,0.45454545454545453,0.010197593604872036
up0.20_down0.52_risk0.40_fb1_minNone_ratioNone,0.2,0.52,0.4,1.0,,,130,1.0,0.23255813953488372,0.0012782174258346678
up0.20_down0.52_risk0.40_fb1_minNone_ratio0.4,0.2,0.52,0.4,1.0,,0.4,130,1.0,0.23255813953488372,0.0012782174258346678
up0.20_down0.52_risk0.40_fb1_minNone_ratio0.45,0.2,0.52,0.4,1.0,,0.45,130,1.0,0.23255813953488372,0.0012782174258346678
up0.20_down0.52_risk0.40_fb1_minNone_ratio0.5,0.2,0.52,0.4,1.0,,0.5,130,1.0,0.23255813953488372,0.0012782174258346678
up0.20_down0.52_risk0.40_fb1_min2_ratioNone,0.2,0.52,0.4,1.0,2.0,,130,1.0,0.23255813953488372,0.0012782174258346678
up0.20_down0.52_risk0.40_fb1_min2_ratio0.4,0.2,0.52,0.4,1.0,2.0,0.4,130,1.0,0.23255813953488372,0.0012782174258346678
up0.20_down0.52_risk0.40_fb1_min2_ratio0.45,0.2,0.52,0.4,1.0,2.0,0.45,130,1.0,0.23255813953488372,0.0012782174258346678
up0.20_down0.52_risk0.40_fb1_min2_ratio0.5,0.2,0.52,0.4,1.0,2.0,0.5,130,1.0,0.23255813953488372,0.0012782174258346678
up0.20_down0.52_risk0.40_fb1_min3_ratioNone,0.2,0.52,0.4,1.0,3.0,,130,1.0,0.23255813953488372,0.0012782174258346678
up0.20_down0.52_risk0.40_fb1_min3_ratio0.4,0.2,0.52,0.4,1.0,3.0,0.4,130,1.0,0.23255813953488372,0.0012782174258346678
up0.20_down0.52_risk0.40_fb1_min3_ratio0.45,0.2,0.52,0.4,1.0,3.0,0.45,130,1.0,0.23255813953488372,0.0012782174258346678
up0.20_down0.52_risk0.40_fb1_min3_ratio0.5,0.2,0.52,0.4,1.0,3.0,0.5,130,1.0,0.23255813953488372,0.0012782174258346678
up0.20_down0.52_risk0.45_fbNone_minNone_ratioNone,0.2,0.52,0.45,,,,13,0.1,0.46153846153846156,0.007202290985948532
up0.20_down0.52_risk0.45_fbNone_minNone_ratio0.4,0.2,0.52,0.45,,,0.4,13,0.1,0.46153846153846156,0.007202290985948532
up0.20_down0.52_risk0.45_fbNone_minNone_ratio0.45,0.2,0.52,0.45,,,0.45,13,0.1,0.46153846153846156,0.007202290985948532
up0.20_down0.52_risk0.45_fbNone_minNone_ratio0.5,0.2,0.52,0.45,,,0.5,13,0.1,0.46153846153846156,0.007202290985948532
up0.20_down0.52_risk0.45_fbNone_min2_ratioNone,0.2,0.52,0.45,,2.0,,13,0.1,0.46153846153846156,0.007202290985948532
up0.20_down0.52_risk0.45_fbNone_min2_ratio0.4,0.2,0.52,0.45,,2.0,0.4,13,0.1,0.46153846153846156,0.007202290985948532
up0.20_down0.52_risk0.45_fbNone_min2_ratio0.45,0.2,0.52,0.45,,2.0,0.45,13,0.1,0.46153846153846156,0.007202290985948532
up0.20_down0.52_risk0.45_fbNone_min2_ratio0.5,0.2,0.52,0.45,,2.0,0.5,13,0.1,0.46153846153846156,0.007202290985948532
up0.20_down0.52_risk0.45_fbNone_min3_ratioNone,0.2,0.52,0.45,,3.0,,13,0.1,0.46153846153846156,0.007202290985948532
up0.20_down0.52_risk0.45_fbNone_min3_ratio0.4,0.2,0.52,0.45,,3.0,0.4,13,0.1,0.46153846153846156,0.007202290985948532
up0.20_down0.52_risk0.45_fbNone_min3_ratio0.45,0.2,0.52,0.45,,3.0,0.45,13,0.1,0.46153846153846156,0.007202290985948532
up0.20_down0.52_risk0.45_fbNone_min3_ratio0.5,0.2,0.52,0.45,,3.0,0.5,13,0.1,0.46153846153846156,0.007202290985948532
up0.20_down0.52_risk0.45_fb1_minNone_ratioNone,0.2,0.52,0.45,1.0,,,132,1.0,0.2366412213740458,0.0011171473366138219
up0.20_down0.52_risk0.45_fb1_minNone_ratio0.4,0.2,0.52,0.45,1.0,,0.4,132,1.0,0.2366412213740458,0.0011171473366138219
up0.20_down0.52_risk0.45_fb1_minNone_ratio0.45,0.2,0.52,0.45,1.0,,0.45,132,1.0,0.2366412213740458,0.0011171473366138219
up0.20_down0.52_risk0.45_fb1_minNone_ratio0.5,0.2,0.52,0.45,1.0,,0.5,132,1.0,0.2366412213740458,0.0011171473366138219
up0.20_down0.52_risk0.45_fb1_min2_ratioNone,0.2,0.52,0.45,1.0,2.0,,132,1.0,0.2366412213740458,0.0011171473366138219
up0.20_down0.52_risk0.45_fb1_min2_ratio0.4,0.2,0.52,0.45,1.0,2.0,0.4,132,1.0,0.2366412213740458,0.0011171473366138219
up0.20_down0.52_risk0.45_fb1_min2_ratio0.45,0.2,0.52,0.45,1.0,2.0,0.45,132,1.0,0.2366412213740458,0.0011171473366138219
up0.20_down0.52_risk0.45_fb1_min2_ratio0.5,0.2,0.52,0.45,1.0,2.0,0.5,132,1.0,0.2366412213740458,0.0011171473366138219
up0.20_down0.52_risk0.45_fb1_min3_ratioNone,0.2,0.52,0.45,1.0,3.0,,132,1.0,0.2366412213740458,0.0011171473366138219
up0.20_down0.52_risk0.45_fb1_min3_ratio0.4,0.2,0.52,0.45,1.0,3.0,0.4,132,1.0,0.2366412213740458,0.0011171473366138219
up0.20_down0.52_risk0.45_fb1_min3_ratio0.45,0.2,0.52,0.45,1.0,3.0,0.45,132,1.0,0.2366412213740458,0.0011171473366138219
up0.20_down0.52_risk0.45_fb1_min3_ratio0.5,0.2,0.52,0.45,1.0,3.0,0.5,132,1.0,0.2366412213740458,0.0011171473366138219
up0.21_down0.48_risk0.35_fb1_minNone_ratioNone,0.21,0.48,0.35,1.0,,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.35_fb1_minNone_ratio0.4,0.21,0.48,0.35,1.0,,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.35_fb1_minNone_ratio0.45,0.21,0.48,0.35,1.0,,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.35_fb1_minNone_ratio0.5,0.21,0.48,0.35,1.0,,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.35_fb1_min2_ratioNone,0.21,0.48,0.35,1.0,2.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.35_fb1_min2_ratio0.4,0.21,0.48,0.35,1.0,2.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.35_fb1_min2_ratio0.45,0.21,0.48,0.35,1.0,2.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.35_fb1_min2_ratio0.5,0.21,0.48,0.35,1.0,2.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.35_fb1_min3_ratioNone,0.21,0.48,0.35,1.0,3.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.35_fb1_min3_ratio0.4,0.21,0.48,0.35,1.0,3.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.35_fb1_min3_ratio0.45,0.21,0.48,0.35,1.0,3.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.35_fb1_min3_ratio0.5,0.21,0.48,0.35,1.0,3.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.40_fb1_minNone_ratioNone,0.21,0.48,0.4,1.0,,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.40_fb1_minNone_ratio0.4,0.21,0.48,0.4,1.0,,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.40_fb1_minNone_ratio0.45,0.21,0.48,0.4,1.0,,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.40_fb1_minNone_ratio0.5,0.21,0.48,0.4,1.0,,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.40_fb1_min2_ratioNone,0.21,0.48,0.4,1.0,2.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.40_fb1_min2_ratio0.4,0.21,0.48,0.4,1.0,2.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.40_fb1_min2_ratio0.45,0.21,0.48,0.4,1.0,2.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.40_fb1_min2_ratio0.5,0.21,0.48,0.4,1.0,2.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.40_fb1_min3_ratioNone,0.21,0.48,0.4,1.0,3.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.40_fb1_min3_ratio0.4,0.21,0.48,0.4,1.0,3.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.40_fb1_min3_ratio0.45,0.21,0.48,0.4,1.0,3.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.40_fb1_min3_ratio0.5,0.21,0.48,0.4,1.0,3.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.45_fb1_minNone_ratioNone,0.21,0.48,0.45,1.0,,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.45_fb1_minNone_ratio0.4,0.21,0.48,0.45,1.0,,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.45_fb1_minNone_ratio0.45,0.21,0.48,0.45,1.0,,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.45_fb1_minNone_ratio0.5,0.21,0.48,0.45,1.0,,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.45_fb1_min2_ratioNone,0.21,0.48,0.45,1.0,2.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.45_fb1_min2_ratio0.4,0.21,0.48,0.45,1.0,2.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.45_fb1_min2_ratio0.45,0.21,0.48,0.45,1.0,2.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.45_fb1_min2_ratio0.5,0.21,0.48,0.45,1.0,2.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.45_fb1_min3_ratioNone,0.21,0.48,0.45,1.0,3.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.45_fb1_min3_ratio0.4,0.21,0.48,0.45,1.0,3.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.45_fb1_min3_ratio0.45,0.21,0.48,0.45,1.0,3.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.48_risk0.45_fb1_min3_ratio0.5,0.21,0.48,0.45,1.0,3.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.21_down0.50_risk0.35_fbNone_minNone_ratioNone,0.21,0.5,0.35,,,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.35_fbNone_minNone_ratio0.4,0.21,0.5,0.35,,,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.35_fbNone_minNone_ratio0.45,0.21,0.5,0.35,,,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.35_fbNone_minNone_ratio0.5,0.21,0.5,0.35,,,0.5,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.35_fbNone_min2_ratioNone,0.21,0.5,0.35,,2.0,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.35_fbNone_min2_ratio0.4,0.21,0.5,0.35,,2.0,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.35_fbNone_min2_ratio0.45,0.21,0.5,0.35,,2.0,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.35_fbNone_min2_ratio0.5,0.21,0.5,0.35,,2.0,0.5,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.35_fbNone_min3_ratioNone,0.21,0.5,0.35,,3.0,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.35_fbNone_min3_ratio0.4,0.21,0.5,0.35,,3.0,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.35_fbNone_min3_ratio0.45,0.21,0.5,0.35,,3.0,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.35_fbNone_min3_ratio0.5,0.21,0.5,0.35,,3.0,0.5,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.35_fb1_minNone_ratioNone,0.21,0.5,0.35,1.0,,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.35_fb1_minNone_ratio0.4,0.21,0.5,0.35,1.0,,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.35_fb1_minNone_ratio0.45,0.21,0.5,0.35,1.0,,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.35_fb1_minNone_ratio0.5,0.21,0.5,0.35,1.0,,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.35_fb1_min2_ratioNone,0.21,0.5,0.35,1.0,2.0,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.35_fb1_min2_ratio0.4,0.21,0.5,0.35,1.0,2.0,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.35_fb1_min2_ratio0.45,0.21,0.5,0.35,1.0,2.0,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.35_fb1_min2_ratio0.5,0.21,0.5,0.35,1.0,2.0,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.35_fb1_min3_ratioNone,0.21,0.5,0.35,1.0,3.0,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.35_fb1_min3_ratio0.4,0.21,0.5,0.35,1.0,3.0,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.35_fb1_min3_ratio0.45,0.21,0.5,0.35,1.0,3.0,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.35_fb1_min3_ratio0.5,0.21,0.5,0.35,1.0,3.0,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.40_fbNone_minNone_ratioNone,0.21,0.5,0.4,,,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.40_fbNone_minNone_ratio0.4,0.21,0.5,0.4,,,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.40_fbNone_minNone_ratio0.45,0.21,0.5,0.4,,,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.40_fbNone_minNone_ratio0.5,0.21,0.5,0.4,,,0.5,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.40_fbNone_min2_ratioNone,0.21,0.5,0.4,,2.0,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.40_fbNone_min2_ratio0.4,0.21,0.5,0.4,,2.0,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.40_fbNone_min2_ratio0.45,0.21,0.5,0.4,,2.0,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.40_fbNone_min2_ratio0.5,0.21,0.5,0.4,,2.0,0.5,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.40_fbNone_min3_ratioNone,0.21,0.5,0.4,,3.0,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.40_fbNone_min3_ratio0.4,0.21,0.5,0.4,,3.0,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.40_fbNone_min3_ratio0.45,0.21,0.5,0.4,,3.0,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.40_fbNone_min3_ratio0.5,0.21,0.5,0.4,,3.0,0.5,1,0.008333333333333333,1.0,0.01820546163849146
